,timestamp,temp,rh,wind,pressure,rain_rate,dew,vpd
0,2016-06-16 00:00:00,-1.1090909090909093,94.0,0.0,1031.7454545454545,0.0,-1.9090909090909094,33.63636363636363
1,2016-06-16 01:00:00,-1.618181818181818,94.0,0.0,1031.290909090909,0.0,-2.4181818181818184,32.54545454545455
2,2016-06-16 02:00:00,-2.025,94.0,0.0,1030.725,0.0,-2.8249999999999993,31.5
3,2016-06-16 03:00:00,-1.8727272727272728,94.27272727272727,0.0,1029.9454545454546,0.0,-2.645454545454546,30.272727272727273
4,2016-06-16 04:00:00,-2.2166666666666663,94.08333333333333,0.0,1029.7000000000003,0.0,-3.008333333333334,30.75
5,2016-06-16 05:00:00,-2.536363636363637,94.18181818181819,0.0,1029.7000000000003,0.0,-3.3181818181818175,29.272727272727273
6,2016-06-16 06:00:00,-2.8499999999999996,94.08333333333333,0.0,1029.9750000000001,0.0,-3.641666666666666,29.333333333333332
7,2016-06-16 07:00:00,-2.8363636363636364,94.36363636363636,0.0,1030.0727272727272,0.0,-3.5999999999999996,27.727272727272727
8,2016-06-16 08:00:00,-0.41,94.8,0.0,1029.94,0.0,-1.1500000000000001,31.1
9,2016-06-16 09:00:00,3.829999999999999,88.1,0.6,1029.4199999999998,0.15,2.0300000000000002,97.8
10,2016-06-16 10:00:00,8.68888888888889,79.22222222222223,1.8888888888888888,1028.6333333333332,0.09999999999999999,5.288888888888889,235.88888888888889
11,2016-06-16 11:00:00,11.875,72.33333333333333,3.0,1027.2083333333333,0.0,7.050000000000001,386.75
12,2016-06-16 12:00:00,13.108333333333334,68.58333333333333,5.008333333333334,1025.4999999999998,0.0,7.45,474.0
13,2016-06-16 13:00:00,13.818181818181815,65.81818181818181,5.036363636363637,1024.2272727272725,0.0,7.536363636363637,540.0909090909091
14,2016-06-16 14:00:00,14.0,65.58333333333333,4.75,1023.466666666667,0.0,7.633333333333334,550.0833333333334
15,2016-06-16 15:00:00,13.575000000000001,68.33333333333333,4.483333333333333,1023.1249999999999,0.0,7.841666666666668,492.75
16,2016-06-16 16:00:00,12.227272727272725,71.9090909090909,1.5272727272727273,1023.0909090909089,0.0,7.3090909090909095,400.8181818181818
17,2016-06-16 17:00:00,9.590909090909092,79.9090909090909,0.2545454545454545,1022.8727272727272,0.0,6.263636363636365,241.54545454545453
18,2016-06-16 18:00:00,7.216666666666668,87.91666666666667,0.11666666666666665,1022.8499999999998,0.0,5.333333333333333,123.41666666666667
19,2016-06-16 19:00:00,6.339999999999999,90.8,0.0,1022.8999999999999,0.0,4.92,88.2
20,2016-06-16 20:00:00,6.175000000000001,92.25,0.0,1022.8749999999999,0.0,5.025,73.33333333333333
21,2016-06-16 21:00:00,5.666666666666667,93.22222222222223,0.0,1022.6666666666669,0.0,4.677777777777777,62.0
22,2016-06-16 22:00:00,5.316666666666666,94.25,0.0,1022.5333333333336,0.0,4.466666666666666,51.166666666666664
