timestamp,temp,rh,wspdm,pressure,rain_rate,dewpt,vpd
2016-05-22 00:00:00,9.3,89.0,0.0,1026.6,0.0,7.6,129.0
2016-05-22 00:05:00,9.3,89.0,0.0,1026.6,0.0,7.6,129.0
2016-05-22 00:10:00,9.3,89.0,1.4,1026.6,0.0,7.6,129.0
2016-05-22 00:15:00,9.3,89.0,0.0,1026.6,0.0,7.6,129.0
2016-05-22 00:20:00,9.3,89.0,1.4,1026.6,0.0,7.6,129.0
2016-05-22 00:25:00,9.3,89.0,0.0,1026.6,0.0,7.6,129.0
2016-05-22 00:30:00,9.3,89.0,0.0,1026.6,0.0,7.6,129.0
2016-05-22 00:35:00,9.2,89.0,0.0,1026.6,0.0,7.5,128.0
2016-05-22 00:40:00,9.1,89.0,0.0,1026.6,0.0,7.4,127.0
2016-05-22 00:45:00,8.9,89.0,0.0,1027.0,0.0,7.2,125.0
2016-05-22 00:50:00,8.8,90.0,0.0,1027.0,0.0,7.2,113.0
2016-05-22 00:55:00,8.7,90.0,0.0,1027.0,0.0,7.2,112.0
2016-05-22 01:00:00,8.4,90.0,0.0,1027.0,0.0,6.9,110.0
2016-05-22 01:05:00,8.1,90.0,0.0,1027.0,0.0,6.6,108.0
2016-05-22 01:10:00,7.8,90.0,0.0,1027.0,0.0,6.3,106.0
2016-05-22 01:15:00,7.7,91.0,0.0,1027.0,0.0,6.3,95.0
2016-05-22 01:20:00,7.5,92.0,0.0,1027.0,0.0,6.3,83.0
2016-05-22 01:25:00,7.3,92.0,0.0,1027.0,0.0,6.1,82.0
2016-05-22 01:30:00,7.1,92.0,0.0,1026.6,0.0,5.9,81.0
2016-05-22 01:35:00,6.9,92.0,0.0,1026.6,0.0,5.7,80.0
2016-05-22 01:40:00,6.8,93.0,0.0,1026.6,0.0,5.7,69.0
2016-05-22 01:45:00,6.8,93.0,1.4,1026.6,0.0,5.7,69.0
2016-05-22 01:50:00,6.7,93.0,0.0,1026.6,0.0,5.6,69.0
2016-05-22 01:55:00,6.4,93.0,0.0,1026.6,0.0,5.4,67.0
2016-05-22 02:00:00,6.3,93.0,0.0,1026.6,0.0,5.3,67.0
2016-05-22 02:05:00,6.2,93.0,0.0,1026.6,0.0,5.2,66.0
2016-05-22 02:10:00,6.1,94.0,0.0,1026.6,0.0,5.2,56.0
2016-05-22 02:15:00,6.1,94.0,1.4,1026.6,0.0,5.2,56.0
2016-05-22 02:20:00,6.2,94.0,1.4,1026.6,0.0,5.3,57.0
2016-05-22 02:25:00,6.2,94.0,0.0,1026.6,0.0,5.3,57.0
2016-05-22 02:30:00,6.1,94.0,0.0,1026.6,0.0,5.2,56.0
2016-05-22 02:35:00,6.4,94.0,0.0,1026.6,0.0,5.5,58.0
2016-05-22 02:45:00,7.1,95.0,0.0,1026.6,0.0,6.4,50.0
2016-05-22 02:51:00,7.2,95.0,0.0,1026.6,0.0,6.5,51.0
2016-05-22 02:56:00,7.3,95.0,0.0,1026.6,0.0,6.6,51.0
2016-05-22 03:01:00,7.3,94.0,0.0,1026.3,0.0,6.4,61.0
2016-05-22 03:06:00,7.2,94.0,1.4,1026.3,0.0,6.3,61.0
2016-05-22 03:11:00,7.2,94.0,0.0,1026.3,0.0,6.3,61.0
2016-05-22 03:16:00,7.2,94.0,0.0,1026.3,0.0,6.3,61.0
2016-05-22 03:21:00,7.2,94.0,0.0,1026.3,0.0,6.3,61.0
2016-05-22 03:26:00,7.0,94.0,0.0,1026.3,0.0,6.1,60.0
2016-05-22 03:31:00,6.9,93.0,1.4,1026.0,0.0,5.8,70.0
2016-05-22 03:36:00,6.8,93.0,0.0,1026.0,0.0,5.7,69.0
2016-05-22 03:41:00,6.6,94.0,0.0,1026.0,0.0,5.7,58.0
2016-05-22 03:46:00,6.5,93.0,0.0,1026.3,0.0,5.4,68.0
2016-05-22 03:51:00,6.5,94.0,0.0,1026.3,0.0,5.6,58.0
2016-05-22 03:56:00,6.5,94.0,0.0,1026.3,0.0,5.6,58.0
2016-05-22 04:01:00,6.6,94.0,0.0,1026.0,0.0,5.7,58.0
2016-05-22 04:06:00,6.4,94.0,0.0,1026.3,0.0,5.5,58.0
2016-05-22 04:11:00,6.4,94.0,0.0,1026.3,0.0,5.5,58.0
2016-05-22 04:16:00,6.2,94.0,0.0,1026.0,0.0,5.3,57.0
2016-05-22 04:21:00,6.1,94.0,0.0,1026.3,0.0,5.2,56.0
2016-05-22 04:26:00,5.9,94.0,0.0,1026.3,0.0,5.0,56.0
2016-05-22 04:31:00,5.8,94.0,0.0,1026.6,0.0,4.9,55.0
2016-05-22 04:36:00,5.7,94.0,0.0,1026.6,0.0,4.8,55.0
2016-05-22 04:41:00,5.6,94.0,0.0,1026.3,0.0,4.7,55.0
2016-05-22 04:46:00,5.5,95.0,0.0,1026.6,0.0,4.8,45.0
2016-05-22 04:51:00,5.3,94.0,0.0,1026.6,0.0,4.4,53.0
2016-05-22 04:56:00,5.2,95.0,0.0,1026.6,0.0,4.5,44.0
2016-05-22 05:01:00,5.0,94.0,1.4,1026.6,0.0,4.1,52.0
2016-05-22 05:06:00,5.0,95.0,0.0,1026.6,0.0,4.3,44.0
2016-05-22 05:11:00,5.2,95.0,0.0,1026.6,0.0,4.5,44.0
2016-05-22 05:16:00,5.2,95.0,0.0,1026.6,0.0,4.5,44.0
2016-05-22 05:21:00,5.2,95.0,0.0,1027.0,0.0,4.5,44.0
2016-05-22 05:26:00,5.3,95.0,0.0,1027.0,0.0,4.6,45.0
2016-05-22 05:31:00,5.2,95.0,0.0,1027.0,0.0,4.5,44.0
2016-05-22 05:36:00,5.2,95.0,0.0,1027.0,0.0,4.5,44.0
2016-05-22 05:41:00,5.0,95.0,0.0,1026.6,0.0,4.3,44.0
2016-05-22 05:46:00,4.7,95.0,0.0,1026.6,0.0,4.0,43.0
2016-05-22 05:52:00,4.6,95.0,0.0,1026.6,0.0,3.9,42.0
2016-05-22 05:57:00,4.4,95.0,0.0,1026.6,0.0,3.7,42.0
2016-05-22 06:01:00,4.3,95.0,0.0,1026.6,0.0,3.6,42.0
2016-05-22 06:06:00,4.3,95.0,0.0,1026.6,0.0,3.6,42.0
2016-05-22 06:11:00,4.1,95.0,0.0,1026.6,0.0,3.4,41.0
2016-05-22 06:17:00,4.0,95.0,0.0,1026.6,0.0,3.3,41.0
2016-05-22 06:21:00,3.8,95.0,0.0,1027.0,0.0,3.1,40.0
2016-05-22 06:27:00,3.7,95.0,0.0,1026.6,0.0,3.0,40.0
2016-05-22 06:32:00,3.7,95.0,0.0,1026.6,0.0,3.0,40.0
2016-05-22 06:37:00,3.6,95.0,0.0,1026.6,0.0,2.9,40.0
2016-05-22 06:42:00,3.5,95.0,0.0,1026.6,0.0,2.8,39.0
2016-05-22 06:47:00,3.3,95.0,0.0,1027.0,0.0,2.6,39.0
2016-05-22 06:52:00,3.4,95.0,0.0,1027.0,0.0,2.7,39.0
2016-05-22 06:57:00,3.4,95.0,0.0,1027.0,0.0,2.7,39.0
2016-05-22 07:02:00,3.3,95.0,0.0,1027.0,0.0,2.6,39.0
2016-05-22 07:07:00,3.4,95.0,0.0,1027.0,0.0,2.7,39.0
2016-05-22 07:12:00,3.7,96.0,0.0,1027.0,0.0,3.1,32.0
2016-05-22 07:17:00,4.3,96.0,0.0,1027.0,0.0,3.7,33.0
2016-05-22 07:22:00,4.8,96.0,0.0,1027.3,0.0,4.2,34.0
2016-05-22 07:27:00,4.7,96.0,0.0,1027.3,0.0,4.1,34.0
2016-05-22 07:32:00,5.1,96.0,0.0,1027.3,0.0,4.5,35.0
2016-05-22 07:37:00,5.3,96.0,0.0,1027.3,0.0,4.7,36.0
2016-05-22 07:42:00,5.5,96.0,0.0,1027.7,0.0,4.9,36.0
